financial_year,state,fertilizer_type,sales_current,sales_lag_1,requirement_current,requirement_lag_1,availability_current,availability_lag_1,iffco_production_current,iffco_production_lag_1,iffco_production_available,potential_reporting_break,target_sales
2018-19,Tamil Nadu,npks,5.53,5.35,5.5,6.0,7.57,5.82,,,False,0,6.17
2018-19,Tamil Nadu,urea,9.11,8.81,8.5,9.0,10.92,8.88,,,False,0,9.13
2018-19,Telangana,dap,2.23,2.53,3.2,2.6,3.08,2.67,,,False,0,2.32
2018-19,Telangana,mop,1.41,2.06,2.6,1.8,1.77,2.11,,,False,0,1.71
2018-19,Telangana,npks,10.51,10.17,10.5,9.0,14.65,11.3,,,False,0,12.21
2018-19,Telangana,urea,13.83,14.02,15.0,13.8,16.87,14.7,,,False,0,15.2
2018-19,Tripura,dap,0.0,0.01,0.06,0.06,0.05,0.01,,,False,0,0.02
2018-19,Tripura,mop,0.0,0.0,0.14,0.14,0.07,0.0,,,False,0,0.07
2018-19,Tripura,npks,0.0,0.0,0.02,0.02,0.01,0.0,,,False,0,0.01
2018-19,Tripura,urea,0.11,0.23,0.39,0.43,0.34,0.23,,,False,0,0.17
2018-19,Uttar Pradesh,dap,0.22,18.08,0.33,21.3,0.4,18.55,,,False,1,0.44
2018-19,Uttar Pradesh,mop,0.03,2.97,0.05,3.5,0.08,3.05,,,False,0,0.07
2018-19,Uttar Pradesh,npks,0.32,5.21,0.39,7.5,0.42,5.52,,,False,0,0.24
2018-19,Uttar Pradesh,urea,2.75,58.92,2.35,58.5,3.0,62.97,39.59,35.08,True,1,2.45
2018-19,Uttarakhand,dap,17.17,0.29,21.0,0.4,23.69,0.29,,,False,1,21.94
2018-19,Uttarakhand,mop,1.82,0.06,3.5,0.06,2.66,0.06,,,False,0,2.4
2018-19,Uttarakhand,npks,6.13,0.32,9.0,0.45,8.59,0.34,,,False,0,5.56
2018-19,Uttarakhand,urea,62.86,3.1,59.5,2.35,73.89,3.18,,,False,1,70.95
2018-19,West Bengal,dap,2.75,3.23,3.5,3.5,4.19,3.36,,,False,0,3.43
2018-19,West Bengal,mop,2.42,2.93,3.25,3.25,3.56,2.96,,,False,0,2.42
2018-19,West Bengal,npks,8.79,9.21,10.54,10.75,13.13,10.0,,,False,0,9.98
2018-19,West Bengal,urea,13.23,12.41,13.0,12.5,16.18,12.55,,,False,0,13.11
2019-20,Andaman & Nicobar,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2019-20,Andaman & Nicobar,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2019-20,Andaman & Nicobar,npks,0.0,0.0,0.01,0.01,0.0,0.01,,,False,0,0.0
2019-20,Andaman & Nicobar,urea,0.0,0.0,0.01,0.01,0.01,0.01,,,False,0,0.0
2019-20,Andhra Pradesh,dap,3.52,3.14,3.0,3.76,4.72,4.11,,,False,0,4.21
2019-20,Andhra Pradesh,mop,2.42,2.41,2.7,2.86,3.18,3.01,,,False,0,2.94
2019-20,Andhra Pradesh,npks,13.52,11.38,12.0,12.5,17.83,15.06,,,False,0,17.27
2019-20,Andhra Pradesh,urea,14.26,14.18,17.5,16.7,17.52,16.79,,,False,0,15.92
2019-20,Arunachal Pradesh,dap,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2019-20,Arunachal Pradesh,mop,0.0,0.0,0.0,0.02,0.0,0.0,,,False,0,0.0
2019-20,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Arunachal Pradesh,urea,0.0,0.0,0.0,0.04,0.0,0.0,,,False,0,0.0
2019-20,Assam,dap,0.65,0.58,0.63,0.65,0.93,0.93,,,False,0,0.79
2019-20,Assam,mop,0.71,0.79,0.71,0.8,1.06,1.11,,,False,0,0.8
2019-20,Assam,npks,0.18,0.14,0.16,0.05,0.24,0.23,,,False,0,0.14
2019-20,Assam,urea,3.63,4.39,3.1,3.35,4.26,5.15,,,False,0,3.46
2019-20,Bihar,dap,7.44,5.87,6.0,5.0,9.49,8.5,,,False,0,8.12
2019-20,Bihar,mop,2.46,2.03,2.3,2.1,3.2,2.97,,,False,0,2.61
2019-20,Bihar,npks,3.31,3.19,3.5,3.5,4.97,4.53,,,False,0,3.63
2019-20,Bihar,urea,22.65,22.34,21.0,21.0,26.21,25.59,,,False,0,23.3
2019-20,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.05,,,False,0,0.0
2019-20,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.05,,,False,0,0.0
2019-20,Chhattisgarh,dap,3.56,3.31,3.1,3.5,5.27,5.49,,,False,0,4.51
2019-20,Chhattisgarh,mop,0.92,0.71,0.96,1.2,1.32,1.36,,,False,0,1.12
2019-20,Chhattisgarh,npks,0.94,0.94,1.2,1.5,1.6,1.74,,,False,0,1.19
2019-20,Chhattisgarh,urea,7.96,8.18,6.0,6.0,10.71,10.94,,,False,0,9.17
2019-20,Dadra & Nagar Haveli,dap,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.01
2019-20,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Dadra & Nagar Haveli,urea,0.0,0.0,0.0,0.01,0.01,0.0,,,False,0,0.01
2019-20,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Daman & Diu,urea,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2019-20,Delhi,dap,0.04,0.02,0.04,0.04,0.05,0.03,,,False,0,0.04
2019-20,Delhi,mop,0.0,0.0,0.01,0.02,0.01,0.01,,,False,0,0.0
2019-20,Delhi,npks,0.0,0.0,0.02,0.02,0.0,0.0,,,False,0,0.0
2019-20,Delhi,urea,0.25,0.21,0.16,0.08,0.28,0.23,,,False,0,0.22
2019-20,Goa,dap,0.0,0.02,0.02,0.02,0.0,0.02,,,False,0,0.0
2019-20,Goa,mop,0.0,0.0,0.01,0.01,0.01,0.01,,,False,0,0.01
2019-20,Goa,npks,0.03,0.03,0.03,0.03,0.04,0.03,,,False,0,0.03
2019-20,Goa,urea,0.02,0.02,0.02,0.03,0.02,0.02,,,False,0,0.02
2019-20,Gujarat,dap,5.18,4.31,5.0,5.0,6.98,6.32,,,False,0,6.55
2019-20,Gujarat,mop,1.25,1.32,1.4,1.41,1.72,1.63,,,False,0,1.51
2019-20,Gujarat,npks,6.64,5.98,5.46,4.65,9.03,8.19,,,False,0,7.79
2019-20,Gujarat,urea,23.63,20.06,22.0,19.6,25.68,23.18,6.02,6.02,True,0,23.82
2019-20,Haryana,dap,5.89,5.48,6.3,6.2,7.44,6.93,,,False,0,6.32
2019-20,Haryana,mop,0.58,0.7,0.95,0.85,1.06,1.05,,,False,0,0.6
2019-20,Haryana,npks,0.23,0.38,0.4,0.27,0.4,0.57,,,False,0,0.23
2019-20,Haryana,urea,20.88,21.66,21.0,19.0,23.61,24.99,,,False,0,21.52
2019-20,Himachal Pradesh,dap,0.01,0.0,0.01,0.0,0.02,0.01,,,False,0,0.02
2019-20,Himachal Pradesh,mop,0.07,0.06,0.09,0.1,0.12,0.11,,,False,0,0.08
2019-20,Himachal Pradesh,npks,0.32,0.26,0.4,0.38,0.47,0.45,,,False,0,0.34
2019-20,Himachal Pradesh,urea,0.74,0.73,0.69,0.66,0.85,0.86,,,False,0,0.72
2019-20,J&K,dap,0.35,0.49,0.68,0.72,0.94,0.81,,,False,0,0.8
2019-20,J&K,mop,0.16,0.23,0.26,0.26,0.54,0.44,,,False,0,0.48
2019-20,J&K,npks,0.01,0.0,0.02,0.0,0.02,0.02,,,False,0,0.02
2019-20,J&K,urea,0.96,1.32,1.38,1.33,2.12,1.89,,,False,0,2.16
2019-20,Jharkhand,dap,0.79,0.69,1.0,1.05,1.14,1.0,,,False,0,1.08
2019-20,Jharkhand,mop,0.03,0.01,0.13,0.12,0.06,0.05,,,False,0,0.05
2019-20,Jharkhand,npks,0.38,0.29,0.45,0.35,0.51,0.46,,,False,0,0.36
2019-20,Jharkhand,urea,2.41,2.39,2.6,2.4,2.97,2.81,,,False,0,2.58
2019-20,Karnataka,dap,5.54,4.88,6.49,5.87,7.91,7.44,,,False,0,6.82
2019-20,Karnataka,mop,2.59,2.64,4.8,4.0,3.63,3.75,,,False,0,3.35
2019-20,Karnataka,npks,14.7,13.31,14.21,11.71,20.28,19.0,,,False,0,18.24
2019-20,Karnataka,urea,14.63,13.91,17.91,14.0,17.74,16.76,,,False,0,16.43
2019-20,Kerala,dap,0.17,0.21,0.33,0.27,0.2,0.27,,,False,0,0.21
2019-20,Kerala,mop,0.89,0.84,1.25,1.24,1.07,1.11,,,False,0,1.09
2019-20,Kerala,npks,1.32,1.16,1.2,1.67,1.64,1.57,,,False,0,1.44
2019-20,Kerala,urea,1.14,0.95,1.17,1.4,1.34,1.22,,,False,0,1.27
2019-20,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Madhya Pradesh,dap,13.46,12.63,13.0,11.5,18.62,16.87,,,False,0,16.07
2019-20,Madhya Pradesh,mop,1.13,1.08,1.5,1.25,1.71,1.58,,,False,0,1.5
2019-20,Madhya Pradesh,npks,3.74,3.89,3.75,2.8,5.35,5.39,,,False,0,3.98
2019-20,Madhya Pradesh,urea,29.99,29.51,28.5,23.0,34.25,34.36,,,False,0,30.18
2019-20,Maharashtra,dap,6.07,5.61,7.5,6.7,8.55,8.58,,,False,0,8.17
2019-20,Maharashtra,mop,3.24,3.86,4.75,4.5,4.62,5.24,,,False,0,4.09
2019-20,Maharashtra,npks,21.9,19.72,21.0,18.0,30.54,31.05,,,False,0,26.89
2019-20,Maharashtra,urea,24.19,22.81,26.0,22.0,28.2,27.75,,,False,0,24.62
2019-20,Manipur,dap,0.05,0.0,0.12,0.12,0.07,0.01,,,False,0,0.04
2019-20,Manipur,mop,0.01,0.0,0.12,0.12,0.02,0.0,,,False,0,0.03
2019-20,Manipur,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Manipur,urea,0.26,0.24,0.27,0.24,0.29,0.3,,,False,0,0.22
2019-20,Meghalaya,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Meghalaya,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Meghalaya,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Meghalaya,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Mizoram,dap,0.0,0.0,0.06,0.06,0.01,0.0,,,False,0,0.0
2019-20,Mizoram,mop,0.0,0.0,0.04,0.04,0.0,0.0,,,False,0,0.0
2019-20,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Mizoram,urea,0.08,0.07,0.09,0.09,0.09,0.15,,,False,0,0.02
2019-20,Nagaland,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2019-20,Nagaland,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Nagaland,urea,0.01,0.0,0.01,0.01,0.01,0.01,,,False,0,0.01
2019-20,Odisha,dap,1.99,1.69,2.15,2.15,2.62,2.42,,,False,0,2.52
2019-20,Odisha,mop,1.21,1.08,1.35,1.45,1.69,1.66,,,False,0,1.38
2019-20,Odisha,npks,2.53,2.23,3.0,3.0,3.58,3.32,,,False,0,2.65
2019-20,Odisha,urea,5.56,4.96,5.35,5.75,6.72,6.38,,,False,0,5.27
2019-20,Puducherry,dap,0.01,0.01,0.02,0.01,0.01,0.01,,,False,0,0.01
2019-20,Puducherry,mop,0.01,0.02,0.03,0.03,0.02,0.02,,,False,0,0.02
2019-20,Puducherry,npks,0.07,0.04,0.05,0.06,0.09,0.05,,,False,0,0.09
2019-20,Puducherry,urea,0.11,0.13,0.13,0.11,0.12,0.15,,,False,0,0.14
2019-20,Punjab,dap,7.29,7.02,8.25,8.5,9.29,8.84,,,False,0,7.73
2019-20,Punjab,mop,0.64,0.56,1.45,1.1,1.1,0.96,,,False,0,0.85
2019-20,Punjab,npks,0.38,0.55,0.76,0.68,0.56,0.76,,,False,0,0.36
2019-20,Punjab,urea,29.64,29.17,26.5,25.5,33.96,34.62,,,False,0,29.37
2019-20,Rajasthan,dap,8.38,6.71,8.0,6.15,10.54,8.41,,,False,0,9.17
2019-20,Rajasthan,mop,0.26,0.29,0.3,0.3,0.46,0.48,,,False,0,0.32
2019-20,Rajasthan,npks,0.62,0.91,0.55,0.55,1.01,1.3,,,False,0,0.64
2019-20,Rajasthan,urea,22.97,20.92,22.5,19.0,26.47,24.22,,,False,0,23.21
2019-20,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2019-20,Tamil Nadu,dap,2.46,2.31,3.3,3.0,3.37,3.28,,,False,0,2.72
2019-20,Tamil Nadu,mop,2.52,2.67,2.85,3.5,3.21,3.5,,,False,0,3.07
2019-20,Tamil Nadu,npks,6.17,5.53,5.25,5.5,8.35,7.57,,,False,0,7.38
2019-20,Tamil Nadu,urea,9.13,9.11,10.0,8.5,10.37,10.92,,,False,0,9.88
2019-20,Telangana,dap,2.32,2.23,3.2,3.2,3.34,3.08,,,False,0,3.14
2019-20,Telangana,mop,1.71,1.41,2.6,2.6,2.26,1.77,,,False,0,2.47
2019-20,Telangana,npks,12.21,10.51,11.6,10.5,16.26,14.65,,,False,0,15.18
2019-20,Telangana,urea,15.2,13.83,15.5,15.0,19.21,16.87,,,False,0,17.54
2019-20,Tripura,dap,0.02,0.0,0.06,0.06,0.07,0.05,,,False,0,0.05
2019-20,Tripura,mop,0.07,0.0,0.1,0.14,0.12,0.07,,,False,0,0.04
2019-20,Tripura,npks,0.01,0.0,0.02,0.02,0.02,0.01,,,False,0,0.01
2019-20,Tripura,urea,0.17,0.11,0.33,0.39,0.29,0.34,,,False,0,0.14
2019-20,Uttar Pradesh,dap,0.44,0.22,0.33,0.33,0.58,0.4,,,False,0,0.38
2019-20,Uttar Pradesh,mop,0.07,0.03,0.07,0.05,0.12,0.08,,,False,0,0.06
2019-20,Uttar Pradesh,npks,0.24,0.32,0.35,0.39,0.36,0.42,,,False,0,0.31
2019-20,Uttar Pradesh,urea,2.45,2.75,2.35,2.35,2.69,3.0,42.73,39.59,True,0,2.4
2019-20,Uttarakhand,dap,21.94,17.17,21.0,21.0,30.1,23.69,,,False,0,25.76
2019-20,Uttarakhand,mop,2.4,1.82,3.5,3.5,3.59,2.66,,,False,0,2.78
2019-20,Uttarakhand,npks,5.56,6.13,9.0,9.0,8.4,8.59,,,False,0,6.26
2019-20,Uttarakhand,urea,70.95,62.86,70.0,59.5,83.29,73.89,,,False,0,74.13
2019-20,West Bengal,dap,3.43,2.75,3.7,3.5,4.47,4.19,,,False,0,3.94
2019-20,West Bengal,mop,2.42,2.42,3.9,3.25,3.56,3.56,,,False,0,3.06
2019-20,West Bengal,npks,9.98,8.79,10.44,10.54,13.1,13.13,,,False,0,11.39
2019-20,West Bengal,urea,13.11,13.23,13.2,13.0,15.89,16.18,,,False,0,12.78
2020-21,Andaman & Nicobar,dap,0.0,0.0,0.02,0.01,0.0,0.0,,,False,0,0.0
2020-21,Andaman & Nicobar,mop,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2020-21,Andaman & Nicobar,npks,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2020-21,Andaman & Nicobar,urea,0.0,0.0,0.01,0.01,0.01,0.01,,,False,0,0.0
2020-21,Andhra Pradesh,dap,4.21,3.52,4.0,3.0,4.66,4.72,,,False,0,3.6
2020-21,Andhra Pradesh,mop,2.94,2.42,2.8,2.7,3.6,3.18,,,False,0,1.78
2020-21,Andhra Pradesh,npks,17.27,13.52,13.5,12.0,19.78,17.83,,,False,0,13.99
2020-21,Andhra Pradesh,urea,15.92,14.26,17.5,17.5,18.84,17.52,,,False,0,14.83
2020-21,Arunachal Pradesh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Arunachal Pradesh,mop,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2020-21,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Arunachal Pradesh,urea,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,0.0
2020-21,Assam,dap,0.79,0.65,0.83,0.63,0.92,0.93,,,False,0,0.52
2020-21,Assam,mop,0.8,0.71,0.82,0.71,0.99,1.06,,,False,0,0.55
2020-21,Assam,npks,0.14,0.18,0.2,0.16,0.17,0.24,,,False,0,0.19
2020-21,Assam,urea,3.46,3.63,4.15,3.1,4.11,4.26,,,False,0,3.6
2020-21,Bihar,dap,8.12,7.44,7.0,6.0,8.93,9.49,,,False,0,5.52
2020-21,Bihar,mop,2.61,2.46,2.5,2.3,3.44,3.2,,,False,0,1.38
2020-21,Bihar,npks,3.63,3.31,3.5,3.5,4.58,4.97,,,False,0,3.96
2020-21,Bihar,urea,23.3,22.65,22.0,21.0,26.21,26.21,,,False,0,21.53
2020-21,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Chhattisgarh,dap,4.51,3.56,3.35,3.1,5.42,5.27,,,False,0,3.53
2020-21,Chhattisgarh,mop,1.12,0.92,1.01,0.96,1.52,1.32,,,False,0,0.83
2020-21,Chhattisgarh,npks,1.19,0.94,1.6,1.2,1.72,1.6,,,False,0,1.31
2020-21,Chhattisgarh,urea,9.17,7.96,6.5,6.0,11.08,10.71,,,False,0,8.0
2020-21,Dadra & Nagar Haveli,dap,0.01,0.0,0.0,0.0,0.01,0.0,,,False,0,0.0
2020-21,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Dadra & Nagar Haveli,urea,0.01,0.0,0.0,0.0,0.01,0.01,,,False,0,0.0
2020-21,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Daman & Diu,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Delhi,dap,0.04,0.04,0.05,0.04,0.04,0.05,,,False,0,0.03
2020-21,Delhi,mop,0.0,0.0,0.02,0.01,0.01,0.01,,,False,0,0.0
2020-21,Delhi,npks,0.0,0.0,0.02,0.02,0.0,0.0,,,False,0,0.0
2020-21,Delhi,urea,0.22,0.25,0.23,0.16,0.24,0.28,,,False,0,0.26
2020-21,Goa,dap,0.0,0.0,0.02,0.02,0.0,0.0,,,False,0,0.0
2020-21,Goa,mop,0.01,0.0,0.01,0.01,0.01,0.01,,,False,0,0.0
2020-21,Goa,npks,0.03,0.03,0.03,0.03,0.04,0.04,,,False,0,0.03
2020-21,Goa,urea,0.02,0.02,0.02,0.02,0.03,0.02,,,False,0,0.02
2020-21,Gujarat,dap,6.55,5.18,5.0,5.0,7.02,6.98,,,False,0,5.0
2020-21,Gujarat,mop,1.51,1.25,1.3,1.4,1.7,1.72,,,False,0,1.09
2020-21,Gujarat,npks,7.79,6.64,5.35,5.46,9.48,9.03,,,False,0,6.69
2020-21,Gujarat,urea,23.82,23.63,24.0,22.0,26.22,25.68,6.24,6.02,True,0,21.9
2020-21,Haryana,dap,6.32,5.89,6.3,6.3,6.86,7.44,,,False,0,4.96
2020-21,Haryana,mop,0.6,0.58,0.7,0.95,0.98,1.06,,,False,0,0.57
2020-21,Haryana,npks,0.23,0.23,0.4,0.4,0.35,0.4,,,False,0,0.54
2020-21,Haryana,urea,21.52,20.88,21.0,21.0,23.64,23.61,,,False,0,20.75
2020-21,Himachal Pradesh,dap,0.02,0.01,0.02,0.01,0.02,0.02,,,False,0,0.0
2020-21,Himachal Pradesh,mop,0.08,0.07,0.09,0.09,0.12,0.12,,,False,0,0.04
2020-21,Himachal Pradesh,npks,0.34,0.32,0.41,0.4,0.45,0.47,,,False,0,0.19
2020-21,Himachal Pradesh,urea,0.72,0.74,0.7,0.69,0.88,0.85,,,False,0,0.74
2020-21,J&K,dap,0.8,0.35,0.79,0.68,0.93,0.94,,,False,0,0.44
2020-21,J&K,mop,0.48,0.16,0.26,0.26,0.6,0.54,,,False,0,0.19
2020-21,J&K,npks,0.02,0.01,0.0,0.02,0.04,0.02,,,False,0,0.0
2020-21,J&K,urea,2.16,0.96,1.43,1.38,2.58,2.12,,,False,0,1.67
2020-21,Jharkhand,dap,1.08,0.79,1.0,1.0,1.27,1.14,,,False,0,0.91
2020-21,Jharkhand,mop,0.05,0.03,0.11,0.13,0.07,0.06,,,False,0,0.01
2020-21,Jharkhand,npks,0.36,0.38,0.38,0.45,0.44,0.51,,,False,0,0.45
2020-21,Jharkhand,urea,2.58,2.41,2.6,2.6,3.07,2.97,,,False,0,2.57
2020-21,Karnataka,dap,6.82,5.54,6.5,6.49,7.97,7.91,,,False,0,5.73
2020-21,Karnataka,mop,3.35,2.59,3.15,4.8,4.57,3.63,,,False,0,2.54
2020-21,Karnataka,npks,18.24,14.7,14.15,14.21,23.28,20.28,,,False,0,18.72
2020-21,Karnataka,urea,16.43,14.63,16.5,17.91,20.62,17.74,,,False,0,17.84
2020-21,Kerala,dap,0.21,0.17,0.19,0.33,0.22,0.2,,,False,0,0.14
2020-21,Kerala,mop,1.09,0.89,0.85,1.25,1.28,1.07,,,False,0,0.77
2020-21,Kerala,npks,1.44,1.32,1.25,1.2,1.72,1.64,,,False,0,1.26
2020-21,Kerala,urea,1.27,1.14,1.13,1.17,1.51,1.34,,,False,0,1.15
2020-21,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Madhya Pradesh,dap,16.07,13.46,13.55,13.0,18.04,18.62,,,False,0,12.03
2020-21,Madhya Pradesh,mop,1.5,1.13,1.5,1.5,2.03,1.71,,,False,0,1.18
2020-21,Madhya Pradesh,npks,3.98,3.74,3.75,3.75,4.85,5.35,,,False,0,4.96
2020-21,Madhya Pradesh,urea,30.18,29.99,31.0,28.5,34.73,34.25,,,False,0,29.18
2020-21,Maharashtra,dap,8.17,6.07,7.0,7.5,9.44,8.55,,,False,0,5.87
2020-21,Maharashtra,mop,4.09,3.24,4.5,4.75,5.43,4.62,,,False,0,3.26
2020-21,Maharashtra,npks,26.89,21.9,21.0,21.0,35.89,30.54,,,False,0,25.75
2020-21,Maharashtra,urea,24.62,24.19,25.0,26.0,29.76,28.2,,,False,0,23.68
2020-21,Manipur,dap,0.04,0.05,0.16,0.12,0.06,0.07,,,False,0,0.01
2020-21,Manipur,mop,0.03,0.01,0.14,0.12,0.03,0.02,,,False,0,0.0
2020-21,Manipur,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.01
2020-21,Manipur,urea,0.22,0.26,0.27,0.27,0.24,0.29,,,False,0,0.14
2020-21,Meghalaya,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Meghalaya,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Meghalaya,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Meghalaya,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Mizoram,dap,0.0,0.0,0.05,0.06,0.0,0.01,,,False,0,0.0
2020-21,Mizoram,mop,0.0,0.0,0.04,0.04,0.0,0.0,,,False,0,0.0
2020-21,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Mizoram,urea,0.02,0.08,0.09,0.09,0.02,0.09,,,False,0,0.01
2020-21,Nagaland,dap,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2020-21,Nagaland,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2020-21,Nagaland,urea,0.01,0.01,0.01,0.01,0.01,0.01,,,False,0,0.01
2020-21,Odisha,dap,2.52,1.99,2.2,2.15,2.82,2.62,,,False,0,2.37
2020-21,Odisha,mop,1.38,1.21,1.3,1.35,1.81,1.69,,,False,0,1.07
2020-21,Odisha,npks,2.65,2.53,2.8,3.0,3.26,3.58,,,False,0,2.49
2020-21,Odisha,urea,5.27,5.56,5.65,5.35,6.66,6.72,,,False,0,5.53
2020-21,Puducherry,dap,0.01,0.01,0.02,0.02,0.01,0.01,,,False,0,0.01
2020-21,Puducherry,mop,0.02,0.01,0.02,0.03,0.03,0.02,,,False,0,0.02
2020-21,Puducherry,npks,0.09,0.07,0.04,0.05,0.11,0.09,,,False,0,0.07
2020-21,Puducherry,urea,0.14,0.11,0.13,0.13,0.15,0.12,,,False,0,0.15
2020-21,Punjab,dap,7.73,7.29,8.25,8.25,8.87,9.29,,,False,0,6.27
2020-21,Punjab,mop,0.85,0.64,1.5,1.45,1.21,1.1,,,False,0,0.64
2020-21,Punjab,npks,0.36,0.38,0.76,0.76,0.47,0.56,,,False,0,1.21
2020-21,Punjab,urea,29.37,29.64,28.3,26.5,32.85,33.96,,,False,0,31.34
2020-21,Rajasthan,dap,9.17,8.38,8.0,8.0,9.72,10.54,,,False,0,6.1
2020-21,Rajasthan,mop,0.32,0.26,0.3,0.3,0.46,0.46,,,False,0,0.24
2020-21,Rajasthan,npks,0.64,0.62,0.55,0.55,0.76,1.01,,,False,0,1.2
2020-21,Rajasthan,urea,23.21,22.97,22.0,22.5,25.78,26.47,,,False,0,22.59
2020-21,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
