financial_year,state,fertilizer_type,sales_current,sales_lag_1,requirement_current,requirement_lag_1,availability_current,availability_lag_1,iffco_production_current,iffco_production_lag_1,iffco_production_available,potential_reporting_break,target_sales
2022-23,Rajasthan,dap,8.47,6.1,7.4,7.7,9.7,6.59,,,False,0,9.37
2022-23,Rajasthan,mop,0.14,0.24,0.3,0.3,0.18,0.31,,,False,0,0.15
2022-23,Rajasthan,npks,0.72,1.2,0.95,0.63,0.85,1.23,,,False,0,1.08
2022-23,Rajasthan,urea,25.17,22.59,21.5,21.0,27.91,25.43,,,False,0,25.39
2022-23,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2022-23,Tamil Nadu,dap,2.76,2.39,2.73,2.9,3.49,2.56,,,False,0,2.71
2022-23,Tamil Nadu,mop,1.65,2.53,2.53,3.0,1.85,2.8,,,False,0,1.63
2022-23,Tamil Nadu,npks,7.38,8.17,6.45,6.92,9.19,9.25,,,False,0,7.94
2022-23,Tamil Nadu,urea,10.05,10.4,9.96,10.1,11.38,10.85,,,False,0,10.11
2022-23,Telangana,dap,3.71,2.98,3.55,4.2,4.7,3.14,,,False,0,3.68
2022-23,Telangana,mop,0.74,1.39,2.27,3.1,0.86,1.5,,,False,0,0.92
2022-23,Telangana,npks,12.9,13.24,15.16,18.6,16.24,15.07,,,False,0,13.62
2022-23,Telangana,urea,18.83,17.12,18.39,19.0,21.63,19.19,,,False,0,19.03
2022-23,Tripura,dap,0.02,0.01,0.05,0.05,0.02,0.04,,,False,0,0.03
2022-23,Tripura,mop,0.02,0.01,0.09,0.09,0.06,0.05,,,False,0,0.02
2022-23,Tripura,npks,0.02,0.01,0.02,0.02,0.03,0.03,,,False,0,0.02
2022-23,Tripura,urea,0.19,0.18,0.27,0.27,0.28,0.32,,,False,0,0.14
2022-23,Uttar Pradesh,dap,0.52,0.31,0.35,0.32,0.64,0.43,,,False,0,0.38
2022-23,Uttar Pradesh,mop,0.03,0.04,0.09,0.09,0.07,0.09,,,False,0,0.04
2022-23,Uttar Pradesh,npks,0.11,0.22,0.35,0.3,0.15,0.24,,,False,0,0.2
2022-23,Uttar Pradesh,urea,2.05,2.09,2.2,2.16,2.38,2.3,42.19,38.17,True,0,2.31
2022-23,Uttarakhand,dap,22.38,21.2,24.7,29.5,27.69,23.75,,,False,0,21.61
2022-23,Uttarakhand,mop,1.22,1.91,3.36,3.8,1.42,2.12,,,False,0,1.21
2022-23,Uttarakhand,npks,4.79,6.36,7.0,8.0,6.64,6.78,,,False,0,7.93
2022-23,Uttarakhand,urea,74.72,71.12,77.5,78.0,87.39,82.3,,,False,0,74.53
2022-23,West Bengal,dap,3.77,2.7,4.05,4.05,4.36,3.03,,,False,0,3.2
2022-23,West Bengal,mop,2.36,1.89,3.7,3.7,2.7,2.09,,,False,0,1.83
2022-23,West Bengal,npks,9.61,10.34,10.12,10.12,11.16,11.3,,,False,0,9.2
2022-23,West Bengal,urea,14.05,13.3,14.25,14.23,16.49,15.84,,,False,0,12.2
2023-24,Andaman & Nicobar,dap,0.0,0.0,0.0,0.0,0.0,0.01,,,False,0,0.0
2023-24,Andaman & Nicobar,mop,0.0,0.0,0.0,0.0,0.01,0.01,,,False,0,0.0
2023-24,Andaman & Nicobar,npks,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Andaman & Nicobar,urea,0.0,0.0,0.0,0.0,0.01,0.01,,,False,0,0.0
2023-24,Andhra Pradesh,dap,4.2,4.64,4.13,4.2,4.86,5.43,,,False,0,4.34
2023-24,Andhra Pradesh,mop,1.31,1.18,1.84,3.09,1.81,1.42,,,False,0,1.71
2023-24,Andhra Pradesh,npks,14.02,13.73,13.28,15.97,17.87,16.27,,,False,0,15.78
2023-24,Andhra Pradesh,urea,14.99,15.87,15.73,16.65,17.89,18.39,,,False,0,15.7
2023-24,Arunachal Pradesh,dap,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Arunachal Pradesh,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Arunachal Pradesh,urea,0.01,0.01,0.01,0.01,0.01,0.01,,,False,0,0.01
2023-24,Assam,dap,0.72,0.63,0.75,0.85,0.87,0.83,,,False,0,0.62
2023-24,Assam,mop,0.44,0.47,0.66,0.75,0.69,0.58,,,False,0,0.57
2023-24,Assam,npks,0.23,0.19,0.3,0.26,0.39,0.22,,,False,0,0.48
2023-24,Assam,urea,3.73,3.56,3.46,3.85,4.56,4.07,,,False,0,4.1
2023-24,Bihar,dap,6.51,5.66,6.82,6.82,7.78,7.15,,,False,0,5.83
2023-24,Bihar,mop,1.39,1.26,2.28,2.16,1.75,1.55,,,False,0,1.84
2023-24,Bihar,npks,4.39,4.25,4.5,3.72,6.09,5.35,,,False,0,6.04
2023-24,Bihar,urea,23.24,21.96,22.63,22.8,27.46,24.68,,,False,0,25.6
2023-24,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Chhattisgarh,dap,4.34,3.14,3.1,3.7,5.28,4.68,,,False,0,3.83
2023-24,Chhattisgarh,mop,0.6,0.56,0.66,1.01,0.97,0.77,,,False,0,0.76
2023-24,Chhattisgarh,npks,1.3,1.06,1.07,1.45,1.9,1.63,,,False,0,2.34
2023-24,Chhattisgarh,urea,8.99,8.38,8.4,8.74,11.37,10.57,,,False,0,10.07
2023-24,Dadra & Nagar Haveli,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2023-24,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Dadra & Nagar Haveli,urea,0.0,0.01,0.01,0.01,0.0,0.01,,,False,0,0.0
2023-24,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Daman & Diu,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Delhi,dap,0.04,0.05,0.0,0.04,0.05,0.06,,,False,0,0.04
2023-24,Delhi,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Delhi,npks,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Delhi,urea,0.32,0.28,0.0,0.2,0.37,0.32,,,False,0,0.4
2023-24,Goa,dap,0.01,0.0,0.01,0.01,0.01,0.0,,,False,0,0.0
2023-24,Goa,mop,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2023-24,Goa,npks,0.02,0.03,0.04,0.04,0.03,0.03,,,False,0,0.03
2023-24,Goa,urea,0.02,0.02,0.03,0.03,0.02,0.02,,,False,0,0.02
2023-24,Gujarat,dap,6.29,6.1,5.86,5.5,6.71,7.48,,,False,0,5.42
2023-24,Gujarat,mop,0.8,0.81,1.3,1.15,1.0,0.91,,,False,0,0.92
2023-24,Gujarat,npks,6.97,5.23,6.0,5.85,8.93,7.08,,,False,0,8.35
2023-24,Gujarat,urea,24.3,24.73,24.71,24.0,26.78,27.3,6.19,6.62,True,0,24.23
2023-24,Haryana,dap,5.83,5.59,5.6,5.7,6.29,6.48,,,False,0,5.34
2023-24,Haryana,mop,0.36,0.35,0.55,0.6,0.5,0.43,,,False,0,0.47
2023-24,Haryana,npks,0.44,0.26,1.2,0.7,0.64,0.3,,,False,0,1.03
2023-24,Haryana,urea,21.77,20.46,20.63,21.5,24.86,23.68,,,False,0,22.65
2023-24,Himachal Pradesh,dap,0.01,0.02,0.01,0.02,0.01,0.02,,,False,0,0.03
2023-24,Himachal Pradesh,mop,0.03,0.04,0.05,0.07,0.05,0.07,,,False,0,0.03
2023-24,Himachal Pradesh,npks,0.32,0.35,0.37,0.39,0.39,0.41,,,False,0,0.32
2023-24,Himachal Pradesh,urea,0.68,0.74,0.68,0.76,0.82,0.85,,,False,0,0.65
2023-24,J&K,dap,0.44,0.48,0.55,0.59,0.59,0.6,,,False,0,0.43
2023-24,J&K,mop,0.16,0.17,0.32,0.4,0.24,0.23,,,False,0,0.14
2023-24,J&K,npks,0.0,0.0,0.03,0.04,0.0,0.0,,,False,0,0.01
2023-24,J&K,urea,1.45,1.6,1.4,1.68,2.01,1.93,,,False,0,1.36
2023-24,Jharkhand,dap,0.94,0.77,1.02,1.0,1.06,0.89,,,False,0,0.84
2023-24,Jharkhand,mop,0.03,0.04,0.21,0.2,0.03,0.05,,,False,0,0.03
2023-24,Jharkhand,npks,0.33,0.45,0.41,0.46,0.46,0.52,,,False,0,0.85
2023-24,Jharkhand,urea,3.04,2.56,2.47,2.6,3.74,3.04,,,False,0,3.73
2023-24,Karnataka,dap,6.42,6.21,5.9,5.9,8.13,8.44,,,False,0,5.86
2023-24,Karnataka,mop,1.54,1.41,2.45,3.0,1.97,1.68,,,False,0,2.21
2023-24,Karnataka,npks,15.84,16.67,16.5,17.16,21.09,21.53,,,False,0,20.9
2023-24,Karnataka,urea,15.65,18.21,16.1,17.2,21.02,22.22,,,False,0,19.17
2023-24,Kerala,dap,0.16,0.19,0.2,0.2,0.18,0.22,,,False,0,0.2
2023-24,Kerala,mop,0.7,0.78,0.97,1.07,0.87,0.86,,,False,0,0.83
2023-24,Kerala,npks,1.26,1.02,1.42,1.42,1.56,1.32,,,False,0,1.26
2023-24,Kerala,urea,0.96,1.12,1.19,1.23,1.13,1.32,,,False,0,1.15
2023-24,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Madhya Pradesh,dap,15.5,13.85,14.22,18.5,17.81,17.61,,,False,0,11.66
2023-24,Madhya Pradesh,mop,0.67,0.62,0.87,1.57,1.05,0.76,,,False,0,1.08
2023-24,Madhya Pradesh,npks,5.41,4.79,5.4,4.85,6.99,6.25,,,False,0,9.77
2023-24,Madhya Pradesh,urea,34.37,32.39,33.46,33.0,41.73,36.94,,,False,0,38.09
2023-24,Maharashtra,dap,7.36,7.18,7.0,8.2,8.93,9.34,,,False,0,6.47
2023-24,Maharashtra,mop,1.42,1.38,3.0,4.3,2.18,1.68,,,False,0,2.22
2023-24,Maharashtra,npks,23.04,20.46,26.5,23.5,34.08,28.89,,,False,0,28.79
2023-24,Maharashtra,urea,23.48,24.66,23.74,25.29,31.06,30.39,,,False,0,26.41
2023-24,Manipur,dap,0.01,0.04,0.04,0.12,0.01,0.04,,,False,0,0.02
2023-24,Manipur,mop,0.02,0.04,0.05,0.12,0.02,0.05,,,False,0,0.02
2023-24,Manipur,npks,0.0,0.03,0.0,0.0,0.01,0.03,,,False,0,0.01
2023-24,Manipur,urea,0.25,0.31,0.3,0.22,0.26,0.35,,,False,0,0.14
2023-24,Meghalaya,dap,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Meghalaya,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,0.0
2023-24,Meghalaya,npks,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,0.0
2023-24,Meghalaya,urea,0.04,0.0,0.02,0.02,0.05,0.01,,,False,0,0.04
2023-24,Mizoram,dap,0.0,0.01,0.01,0.06,0.0,0.01,,,False,0,0.0
2023-24,Mizoram,mop,0.0,0.0,0.0,0.04,0.0,0.0,,,False,0,0.0
2023-24,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Mizoram,urea,0.13,0.1,0.07,0.09,0.15,0.11,,,False,0,0.2
2023-24,Nagaland,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Nagaland,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Nagaland,urea,0.01,0.01,0.0,0.0,0.01,0.01,,,False,0,0.01
2023-24,Odisha,dap,2.74,1.94,2.33,2.69,3.12,2.55,,,False,0,2.56
2023-24,Odisha,mop,0.66,0.61,1.03,1.35,0.93,0.84,,,False,0,0.77
2023-24,Odisha,npks,2.42,2.63,2.8,3.05,3.16,3.26,,,False,0,3.28
2023-24,Odisha,urea,5.84,5.6,5.46,5.84,7.7,7.08,,,False,0,6.67
2023-24,Puducherry,dap,0.01,0.02,0.02,0.01,0.01,0.02,,,False,0,0.02
2023-24,Puducherry,mop,0.01,0.01,0.01,0.02,0.01,0.01,,,False,0,0.01
2023-24,Puducherry,npks,0.07,0.06,0.06,0.07,0.1,0.09,,,False,0,0.08
2023-24,Puducherry,urea,0.13,0.17,0.16,0.15,0.15,0.18,,,False,0,0.15
2023-24,Punjab,dap,7.24,7.17,8.0,7.25,8.23,8.46,,,False,0,6.61
2023-24,Punjab,mop,0.5,0.41,0.85,0.9,0.62,0.49,,,False,0,0.71
2023-24,Punjab,npks,0.73,0.58,1.5,1.7,1.02,0.71,,,False,0,1.41
2023-24,Punjab,urea,30.68,29.45,29.48,29.25,37.35,34.9,,,False,0,32.56
2023-24,Rajasthan,dap,9.37,8.47,8.95,7.4,9.8,9.7,,,False,0,6.9
2023-24,Rajasthan,mop,0.15,0.14,0.23,0.3,0.2,0.18,,,False,0,0.2
2023-24,Rajasthan,npks,1.08,0.72,1.11,0.95,1.4,0.85,,,False,0,2.55
2023-24,Rajasthan,urea,25.39,25.17,24.28,21.5,29.23,27.91,,,False,0,26.4
2023-24,Sikkim,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Sikkim,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Sikkim,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Sikkim,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,0.0
2023-24,Tamil Nadu,dap,2.71,2.76,2.95,2.73,3.22,3.49,,,False,0,2.56
2023-24,Tamil Nadu,mop,1.63,1.65,2.45,2.53,2.05,1.85,,,False,0,1.94
2023-24,Tamil Nadu,npks,7.94,7.38,7.3,6.45,10.19,9.19,,,False,0,8.49
2023-24,Tamil Nadu,urea,10.11,10.05,10.23,9.96,11.86,11.38,,,False,0,10.92
2023-24,Telangana,dap,3.68,3.71,3.8,3.55,4.34,4.7,,,False,0,3.64
2023-24,Telangana,mop,0.92,0.74,2.0,2.27,1.18,0.86,,,False,0,1.14
2023-24,Telangana,npks,13.62,12.9,15.99,15.16,17.09,16.24,,,False,0,14.97
2023-24,Telangana,urea,19.03,18.83,18.94,18.39,23.77,21.63,,,False,0,20.08
2023-24,Tripura,dap,0.03,0.02,0.05,0.05,0.04,0.02,,,False,0,0.02
2023-24,Tripura,mop,0.02,0.02,0.07,0.09,0.06,0.06,,,False,0,0.04
2023-24,Tripura,npks,0.02,0.02,0.02,0.02,0.03,0.03,,,False,0,0.03
2023-24,Tripura,urea,0.14,0.19,0.24,0.27,0.26,0.28,,,False,0,0.17
2023-24,Uttar Pradesh,dap,0.38,0.52,0.35,0.35,0.49,0.64,,,False,0,0.4
2023-24,Uttar Pradesh,mop,0.04,0.03,0.08,0.09,0.08,0.07,,,False,0,0.04
2023-24,Uttar Pradesh,npks,0.2,0.11,0.35,0.35,0.24,0.15,,,False,0,0.21
2023-24,Uttar Pradesh,urea,2.31,2.05,1.84,2.2,2.67,2.38,42.67,42.19,True,0,2.31
2023-24,Uttarakhand,dap,21.61,22.38,24.5,24.7,25.76,27.69,,,False,0,19.51
2023-24,Uttarakhand,mop,1.21,1.22,2.35,3.36,1.62,1.42,,,False,0,1.76
2023-24,Uttarakhand,npks,7.93,4.79,9.5,7.0,10.13,6.64,,,False,0,10.5
2023-24,Uttarakhand,urea,74.53,74.72,76.15,77.5,91.83,87.39,,,False,0,79.18
2023-24,West Bengal,dap,3.2,3.77,4.02,4.05,3.83,4.36,,,False,0,3.12
2023-24,West Bengal,mop,1.83,2.36,3.35,3.7,2.85,2.7,,,False,0,2.57
2023-24,West Bengal,npks,9.2,9.61,10.65,10.12,12.74,11.16,,,False,0,12.24
2023-24,West Bengal,urea,12.2,14.05,14.32,14.25,17.34,16.49,,,False,0,15.77
2024-25,Andaman & Nicobar,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Andaman & Nicobar,mop,0.0,0.0,0.0,0.0,0.0,0.01,,,False,0,
2024-25,Andaman & Nicobar,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Andaman & Nicobar,urea,0.0,0.0,0.0,0.0,0.01,0.01,,,False,0,
2024-25,Andhra Pradesh,dap,4.34,4.2,4.3,4.13,4.8,4.86,,,False,0,
2024-25,Andhra Pradesh,mop,1.71,1.31,1.5,1.84,2.38,1.81,,,False,0,
2024-25,Andhra Pradesh,npks,15.78,14.02,16.0,13.28,18.36,17.87,,,False,0,
2024-25,Andhra Pradesh,urea,15.7,14.99,15.9,15.73,18.68,17.89,,,False,0,
2024-25,Arunachal Pradesh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Arunachal Pradesh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Arunachal Pradesh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Arunachal Pradesh,urea,0.01,0.01,0.01,0.01,0.01,0.01,,,False,0,
2024-25,Assam,dap,0.62,0.72,0.61,0.75,0.7,0.87,,,False,0,
2024-25,Assam,mop,0.57,0.44,0.47,0.66,0.8,0.69,,,False,0,
2024-25,Assam,npks,0.48,0.23,0.55,0.3,0.63,0.39,,,False,0,
2024-25,Assam,urea,4.1,3.73,3.28,3.46,4.48,4.56,,,False,0,
2024-25,Bihar,dap,5.83,6.51,5.5,6.82,6.4,7.78,,,False,0,
2024-25,Bihar,mop,1.84,1.39,1.5,2.28,2.54,1.75,,,False,0,
2024-25,Bihar,npks,6.04,4.39,6.0,4.5,7.46,6.09,,,False,0,
2024-25,Bihar,urea,25.6,23.24,22.87,22.63,27.64,27.46,,,False,0,
2024-25,Chandigarh,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Chandigarh,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Chandigarh,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Chandigarh,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Chhattisgarh,dap,3.83,4.34,4.1,3.1,4.19,5.28,,,False,0,
2024-25,Chhattisgarh,mop,0.76,0.6,0.73,0.66,1.13,0.97,,,False,0,
2024-25,Chhattisgarh,npks,2.34,1.3,1.8,1.07,2.84,1.9,,,False,0,
2024-25,Chhattisgarh,urea,10.07,8.99,8.9,8.4,12.03,11.37,,,False,0,
2024-25,Dadra & Nagar Haveli,dap,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,
2024-25,Dadra & Nagar Haveli,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Dadra & Nagar Haveli,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Dadra & Nagar Haveli,urea,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,
2024-25,Daman & Diu,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Daman & Diu,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Daman & Diu,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Daman & Diu,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Delhi,dap,0.04,0.04,0.01,0.0,0.05,0.05,,,False,0,
2024-25,Delhi,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Delhi,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Delhi,urea,0.4,0.32,0.23,0.0,0.43,0.37,,,False,0,
2024-25,Goa,dap,0.0,0.01,0.01,0.01,0.0,0.01,,,False,0,
2024-25,Goa,mop,0.0,0.0,0.0,0.01,0.0,0.0,,,False,0,
2024-25,Goa,npks,0.03,0.02,0.04,0.04,0.03,0.03,,,False,0,
2024-25,Goa,urea,0.02,0.02,0.02,0.03,0.02,0.02,,,False,0,
2024-25,Gujarat,dap,5.42,6.29,6.25,5.86,5.84,6.71,,,False,0,
2024-25,Gujarat,mop,0.92,0.8,0.99,1.3,1.18,1.0,,,False,0,
2024-25,Gujarat,npks,8.35,6.97,7.0,6.0,9.98,8.93,,,False,0,
2024-25,Gujarat,urea,24.23,24.3,25.6,24.71,25.82,26.78,5.47,6.19,True,0,
2024-25,Haryana,dap,5.34,5.83,5.8,5.6,5.49,6.29,,,False,0,
2024-25,Haryana,mop,0.47,0.36,0.6,0.55,0.74,0.5,,,False,0,
2024-25,Haryana,npks,1.03,0.44,1.7,1.2,1.31,0.64,,,False,0,
2024-25,Haryana,urea,22.65,21.77,21.5,20.63,25.32,24.86,,,False,0,
2024-25,Himachal Pradesh,dap,0.03,0.01,0.01,0.01,0.04,0.01,,,False,0,
2024-25,Himachal Pradesh,mop,0.03,0.03,0.04,0.05,0.05,0.05,,,False,0,
2024-25,Himachal Pradesh,npks,0.32,0.32,0.37,0.37,0.41,0.39,,,False,0,
2024-25,Himachal Pradesh,urea,0.65,0.68,0.71,0.68,0.81,0.82,,,False,0,
2024-25,J&K,dap,0.43,0.44,0.49,0.55,0.58,0.59,,,False,0,
2024-25,J&K,mop,0.14,0.16,0.22,0.32,0.26,0.24,,,False,0,
2024-25,J&K,npks,0.01,0.0,0.04,0.03,0.02,0.0,,,False,0,
2024-25,J&K,urea,1.36,1.45,1.48,1.4,2.05,2.01,,,False,0,
2024-25,Jharkhand,dap,0.84,0.94,0.9,1.02,0.87,1.06,,,False,0,
2024-25,Jharkhand,mop,0.03,0.03,0.06,0.21,0.05,0.03,,,False,0,
2024-25,Jharkhand,npks,0.85,0.33,0.65,0.41,1.08,0.46,,,False,0,
2024-25,Jharkhand,urea,3.73,3.04,2.65,2.47,4.11,3.74,,,False,0,
2024-25,Karnataka,dap,5.86,6.42,5.64,5.9,6.55,8.13,,,False,0,
2024-25,Karnataka,mop,2.21,1.54,1.95,2.45,3.08,1.97,,,False,0,
2024-25,Karnataka,npks,20.9,15.84,16.2,16.5,25.46,21.09,,,False,0,
2024-25,Karnataka,urea,19.17,15.65,17.25,16.1,22.63,21.02,,,False,0,
2024-25,Kerala,dap,0.2,0.16,0.17,0.2,0.21,0.18,,,False,0,
2024-25,Kerala,mop,0.83,0.7,0.82,0.97,1.06,0.87,,,False,0,
2024-25,Kerala,npks,1.26,1.26,1.37,1.42,1.5,1.56,,,False,0,
2024-25,Kerala,urea,1.15,0.96,1.11,1.19,1.37,1.13,,,False,0,
2024-25,Lakshadweep,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Lakshadweep,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Lakshadweep,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Lakshadweep,urea,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Madhya Pradesh,dap,11.66,15.5,16.57,14.22,12.7,17.81,,,False,0,
2024-25,Madhya Pradesh,mop,1.08,0.67,1.05,0.87,1.59,1.05,,,False,0,
2024-25,Madhya Pradesh,npks,9.77,5.41,8.5,5.4,11.94,6.99,,,False,0,
2024-25,Madhya Pradesh,urea,38.09,34.37,35.38,33.46,42.43,41.73,,,False,0,
2024-25,Maharashtra,dap,6.47,7.36,7.5,7.0,7.13,8.93,,,False,0,
2024-25,Maharashtra,mop,2.22,1.42,2.3,3.0,3.45,2.18,,,False,0,
2024-25,Maharashtra,npks,28.79,23.04,30.0,26.5,37.86,34.08,,,False,0,
2024-25,Maharashtra,urea,26.41,23.48,23.73,23.74,32.72,31.06,,,False,0,
2024-25,Manipur,dap,0.02,0.01,0.03,0.04,0.03,0.01,,,False,0,
2024-25,Manipur,mop,0.02,0.02,0.04,0.05,0.02,0.02,,,False,0,
2024-25,Manipur,npks,0.01,0.0,0.02,0.0,0.01,0.01,,,False,0,
2024-25,Manipur,urea,0.14,0.25,0.25,0.3,0.16,0.26,,,False,0,
2024-25,Meghalaya,dap,0.0,0.0,0.01,0.0,0.0,0.0,,,False,0,
2024-25,Meghalaya,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Meghalaya,npks,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,
2024-25,Meghalaya,urea,0.04,0.04,0.04,0.02,0.04,0.05,,,False,0,
2024-25,Mizoram,dap,0.0,0.0,0.01,0.01,0.0,0.0,,,False,0,
2024-25,Mizoram,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Mizoram,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Mizoram,urea,0.2,0.13,0.08,0.07,0.25,0.15,,,False,0,
2024-25,Nagaland,dap,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Nagaland,mop,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Nagaland,npks,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,
2024-25,Nagaland,urea,0.01,0.01,0.0,0.0,0.01,0.01,,,False,0,
2024-25,Odisha,dap,2.56,2.74,2.86,2.33,2.83,3.12,,,False,0,
2024-25,Odisha,mop,0.77,0.66,0.85,1.03,1.11,0.93,,,False,0,
2024-25,Odisha,npks,3.28,2.42,2.75,2.8,4.04,3.16,,,False,0,
2024-25,Odisha,urea,6.67,5.84,6.05,5.46,8.15,7.7,,,False,0,
2024-25,Puducherry,dap,0.02,0.01,0.01,0.02,0.02,0.01,,,False,0,
2024-25,Puducherry,mop,0.01,0.01,0.01,0.01,0.02,0.01,,,False,0,
2024-25,Puducherry,npks,0.08,0.07,0.07,0.06,0.11,0.1,,,False,0,
2024-25,Puducherry,urea,0.15,0.13,0.16,0.16,0.16,0.15,,,False,0,
2024-25,Punjab,dap,6.61,7.24,8.1,8.0,6.99,8.23,,,False,0,
2024-25,Punjab,mop,0.71,0.5,1.0,0.85,1.06,0.62,,,False,0,
2024-25,Punjab,npks,1.41,0.73,2.5,1.5,1.73,1.02,,,False,0,
2024-25,Punjab,urea,32.56,30.68,26.5,29.48,36.7,37.35,,,False,0,
2024-25,Rajasthan,dap,6.9,9.37,8.5,8.95,7.11,9.8,,,False,0,
2024-25,Rajasthan,mop,0.2,0.15,0.21,0.23,0.28,0.2,,,False,0,
